id,created_at,favorite_count,retweet_count,text
1371468728571985924,2021-03-15 14:30:00,30,20,"The UK Government is providing all COVID-19 testing and test processing outside of the NHS, including 8 drive-through sites, 34 walk-through sites, around 42 mobile units, plus the Glasgow Lighthouse Lab which has processed over 5 million tests.

https://t.co/6Euc596oAi"
1371446084346732546,2021-03-15 13:00:01,5,0,"The UK Government is providing security and certainty for the year ahead:

Boosting the vaccine programme.
Providing the Scottish Government with billions of pounds for public services and local communities.
Extending the furlough scheme until September

https://t.co/GulZHEBXaB https://t.co/cpORH6FfpB"
1371424688677613573,2021-03-15 11:35:00,67,24,"The UK has secured an additional 40 million doses of the @valnevaSE vaccine, which is manufactured in Livingston, Scotland. The UK Government is securing and buying vaccines for all parts of the UK. https://t.co/BFmLtOTCvP"
1371423432051675136,2021-03-15 11:30:00,60,25,"Every second, Scotland exports 3 bottles of #Scotch whisky to the US.

The new UK US deal which removes tariffs on UK goods ensures Scottish businesses can sell their products on a global scale.

⬇️
https://t.co/UIo9ML1Amb https://t.co/2v025ksNHz"
1371406030366765057,2021-03-15 10:20:51,4,6,"The Turing Scheme is now open for applications from education providers.

The new scheme will also target students from disadvantaged backgrounds and help make life-changing opportunities accessible to everyone across Scotland and the rest of the UK. 

⬇️
https://t.co/vFO9REtiMO https://t.co/GOqLayb17x"
1370415539055566848,2021-03-12 16:45:00,98,32,"The UK has secured an additional 40 million doses of the 
@valnevaSE vaccine, which is manufactured in Livingston, Scotland. The UK Government is securing and buying vaccines for all parts of the UK. https://t.co/TNXY878otJ"
1370378913059332098,2021-03-12 14:19:27,124,66,"The Turing Scheme is now open for applications from education providers.

The new scheme will also target students from disadvantaged backgrounds and help make life-changing opportunities accessible to everyone across Scotland and the rest of the UK. 

⬇️
https://t.co/hJqD6uqjPf https://t.co/Oyow0Wk1w6"
1370351366040866817,2021-03-12 12:30:00,2,0,Young people across the UK are showing their creativity for a chance to have it displayed in front of world leaders at @COP26 Glasgow this November. Enter your artwork into the Creative Earth competition: https://t.co/c8Im3w3fVI #TogetherForOurPlanet https://t.co/Ivj1fvZEZJ
1370347943681744899,2021-03-12 12:16:24,147,37,"Every second, Scotland exports 3 bottles of #Scotch whisky to the US.

The new UK US deal which removes tariffs on UK goods ensures Scottish businesses can sell their products on a global scale.

⬇️
https://t.co/i13ZZ7ekrl https://t.co/sUGGVZLoFV"
1370306070372098050,2021-03-12 09:30:00,53,23,A further 353 Armed Forces personnel will deploy to locations across Scotland as part of the continuing military support to the testing and vaccine delivery programme: https://t.co/otwgPewGzo https://t.co/5Ddn2Gm0kp
