id,created_at,favorite_count,retweet_count,text
1393204881977225216,2021-05-14 14:01:43,0,0,"Vaccines are the best way to protect children from serious infectious diseases. All vaccines undergo safety testing and protect you and your child from serious diseases.

Brechlynnau yw'r ffordd orau o amddiffyn plant rhag clefydau heintus difrifol.

➡️ https://t.co/X9gIvvqVEa https://t.co/g7pQII3gze"
1393174712096890881,2021-05-14 12:01:49,0,0,"With six months to go to the #COP26 climate conference, Welsh Secretary @Simonhartmp visited @LlysyFranLake to see how the attraction uses hydro energy to operate in a green and sustainable way. 🌳 

@DwrCymru 
#TogetherForOurPlanet 
#ClimateAction https://t.co/vIgjzl9SdA"
1393159447980257283,2021-05-14 11:01:10,0,0,"Oes angen cefnogaeth ariannol arnoch? Cymerwch gip olwg ar ein Gwiriwr Budd-daliadau I weld pa gymorth ariannol a allai fod ar gael. 

Mae’r meini prawf cymhwysedd yn berthnasol. 

➡️ https://t.co/4HSP2d7cDe https://t.co/kETyTkRIsh"
1393159431785943043,2021-05-14 11:01:06,0,0,"Need financial support? Take a look at our Benefits Checker to see what financial support could be available. 

The eligibility criteria applies. 

➡️ https://t.co/jTddpYLbLV https://t.co/KSioRQ5ESh"
1393121537742540805,2021-05-14 08:30:32,0,0,"Hoffwn gynnwys pawb yn y sgwrs am hinsawdd 🌏  

Dyna pam y lansiwyd #TogetherForOurPlanet, i ddathlu gweithredu ar #climatechange o bob rhan o'r DU. 

Gwelir sut y gallwch gymryd rhan yma: https://t.co/g8UQA1YVXv https://t.co/Qux8N3ZA16"
1393121498957819908,2021-05-14 08:30:22,1,1,"We want to involve everyone in the climate conversation 🌎 

That’s why #TogetherForOurPlanet was launched, to celebrate action on #climatechange from across the UK. 

See how you can get involved: https://t.co/0zOATo6zKa https://t.co/Pip1vwh4nc"
1392868573174018048,2021-05-13 15:45:20,0,0,"Ydych chi neu'ch busnes yn chwilio am gyfleoedd i helpu yn ystod y pandemig #COVID19?

Mae'r wybodaeth ddiweddaraf am sut i wirfoddoli yn rhaglen gyflwyno’r brechlyn yng Nghymru wedi'i chynnwys yn ein canllawiau Covid-19 yma ⬇️ 

https://t.co/7SRK63Sala https://t.co/Fza9W5flTI"
1392868534481526785,2021-05-13 15:45:11,0,0,"Are you or your business looking for opportunities to help during the #COVID19 pandemic?

The latest information on how to volunteer in the rollout of the vaccination programme in Wales is included in our Covid-19 guidance here ⬇️ 

https://t.co/auysNocjmA https://t.co/p4dNP1zrPg"
1392834582907547648,2021-05-13 13:30:16,0,0,"This Mental Health Awareness week, it's okay not to feel okay as things reopen.

If you are in need of support, there is help available.

Share this graphic with family and friends

#mentalhealthawarenessweek https://t.co/8WLGfBmOvu"
1392797556405641216,2021-05-13 11:03:09,0,0,"Ymunwch â'r ymdrech i gefnogi pobl ifanc yng Nghymru i gael gwaith gyda #Kickstart. 

Gwnewch gais yma: https://t.co/TUXMO8NDts https://t.co/sZKIt8ZZav"
